cust_id,,date,diff
CUST0000097065,49916,2008-04-19,1.0
CUST0000097065,49912,2008-04-23,4.0
CUST0000097065,49910,2008-04-24,1.0
CUST0000097065,49911,2008-04-26,2.0
CUST0000097065,49914,2008-04-27,1.0
CUST0000097065,49913,2008-04-27,0.0
CUST0000097065,49922,2008-04-28,1.0
CUST0000097065,49920,2008-04-30,2.0
CUST0000097065,49919,2008-05-01,1.0
CUST0000097065,49921,2008-05-03,2.0
CUST0000097065,49986,2008-05-10,7.0
CUST0000097065,49981,2008-05-21,11.0
CUST0000097065,49980,2008-05-22,1.0
CUST0000097065,49978,2008-05-23,1.0
CUST0000097065,49979,2008-05-23,0.0
CUST0000097065,49982,2008-05-27,4.0
CUST0000097065,49992,2008-06-03,7.0
CUST0000097065,49993,2008-06-03,0.0
CUST0000097065,49994,2008-06-04,1.0
CUST0000097065,49991,2008-06-06,2.0
CUST0000097065,49996,2008-06-10,4.0
CUST0000097065,49995,2008-06-13,3.0
CUST0000097065,49983,2008-06-16,3.0
CUST0000097065,49984,2008-06-18,2.0
CUST0000097065,49985,2008-06-18,0.0
CUST0000097065,49989,2008-07-03,15.0
CUST0000097065,49988,2008-07-04,1.0
CUST0000097065,49987,2008-07-04,0.0
CUST0000097065,49990,2008-07-06,2.0
CUST0000099557,49777,2006-05-01,
CUST0000099557,49778,2006-05-02,1.0
CUST0000099557,49774,2006-05-13,11.0
CUST0000099557,49776,2006-05-17,4.0
CUST0000099557,49775,2006-05-19,2.0
CUST0000099557,49788,2006-05-29,10.0
CUST0000099557,49787,2006-06-01,3.0
CUST0000099557,49791,2006-06-09,8.0
CUST0000099557,49789,2006-06-10,1.0
CUST0000099557,49790,2006-06-11,1.0
CUST0000099557,49792,2006-06-13,2.0
CUST0000099557,49793,2006-06-18,5.0
CUST0000099557,49785,2006-06-22,4.0
CUST0000099557,49786,2006-06-25,3.0
CUST0000099557,49784,2006-06-28,3.0
CUST0000099557,49813,2006-07-17,19.0
CUST0000099557,49812,2006-07-18,1.0
CUST0000099557,49814,2006-07-19,1.0
CUST0000099557,49815,2006-07-22,3.0
CUST0000099557,49808,2006-07-24,2.0
CUST0000099557,49807,2006-07-27,3.0
CUST0000099557,49810,2006-08-13,17.0
CUST0000099557,49811,2006-08-14,1.0
CUST0000099557,49806,2006-08-24,10.0
CUST0000099557,49805,2006-08-25,1.0
CUST0000099557,49809,2006-08-28,3.0
CUST0000099557,49835,2006-09-04,7.0
CUST0000099557,49836,2006-09-05,1.0
CUST0000099557,49837,2006-09-06,1.0
CUST0000099557,49834,2006-09-14,8.0
CUST0000099557,49833,2006-09-14,0.0
CUST0000099557,49840,2006-09-19,5.0
CUST0000099557,49841,2006-09-23,4.0
CUST0000099557,49832,2006-09-27,4.0
CUST0000099557,49831,2006-09-29,2.0
CUST0000099557,49829,2006-10-02,3.0
CUST0000099557,49830,2006-10-04,2.0
CUST0000099557,49839,2006-10-16,12.0
CUST0000099557,49838,2006-10-19,3.0
CUST0000099557,49819,2006-10-28,9.0
CUST0000099557,49821,2006-10-28,0.0
CUST0000099557,49820,2006-10-29,1.0
CUST0000099557,49827,2006-11-02,4.0
CUST0000099557,49817,2006-11-09,7.0
CUST0000099557,49816,2006-11-12,3.0
CUST0000099557,49818,2006-11-17,5.0
CUST0000099557,49828,2006-11-22,5.0
CUST0000099557,49824,2006-11-27,5.0
CUST0000099557,49823,2006-11-29,2.0
CUST0000099557,49822,2006-12-02,3.0
CUST0000099557,49825,2006-12-06,4.0
CUST0000099557,49826,2006-12-07,1.0
CUST0000099557,49797,2006-12-13,6.0
CUST0000099557,49796,2006-12-14,1.0
CUST0000099557,49794,2006-12-19,5.0
CUST0000099557,49795,2006-12-23,4.0
CUST0000099557,49800,2006-12-29,6.0
CUST0000099557,49799,2007-01-01,3.0
CUST0000099557,49798,2007-01-07,6.0
CUST0000099557,49801,2007-01-11,4.0
CUST0000099557,49802,2007-01-17,6.0
CUST0000099557,49803,2007-01-24,7.0
CUST0000099557,49804,2007-01-26,2.0
CUST0000099557,49782,2007-01-30,4.0
CUST0000099557,49780,2007-02-05,6.0
CUST0000099557,49779,2007-02-15,10.0
CUST0000099557,49781,2007-02-20,5.0
CUST0000099557,49783,2007-03-01,9.0
CUST0000099557,49669,2007-03-14,13.0
CUST0000099557,49671,2007-03-15,1.0
CUST0000099557,49668,2007-03-15,0.0
CUST0000099557,49672,2007-03-16,1.0
CUST0000099557,49670,2007-03-17,1.0
CUST0000099557,49674,2007-03-22,5.0
CUST0000099557,49676,2007-03-23,1.0
CUST0000099557,49675,2007-03-25,2.0
CUST0000099557,49665,2007-03-28,3.0
CUST0000099557,49667,2007-03-28,0.0
CUST0000099557,49666,2007-03-29,1.0
CUST0000099557,49680,2007-04-02,4.0
CUST0000099557,49679,2007-04-04,2.0
CUST0000099557,49678,2007-04-09,5.0
CUST0000099557,49677,2007-04-15,6.0
CUST0000099557,49673,2007-04-17,2.0
CUST0000099557,49681,2007-04-23,6.0
CUST0000099557,49682,2007-04-27,4.0
CUST0000099557,49722,2007-05-03,6.0
CUST0000099557,49733,2007-05-12,9.0
CUST0000099557,49732,2007-05-12,0.0
CUST0000099557,49736,2007-05-14,2.0
CUST0000099557,49735,2007-05-16,2.0
CUST0000099557,49734,2007-05-20,4.0
CUST0000099557,49723,2007-05-27,7.0
CUST0000099557,49724,2007-05-27,0.0
CUST0000099557,49731,2007-06-01,5.0
CUST0000099557,49729,2007-06-04,3.0
CUST0000099557,49730,2007-06-09,5.0
CUST0000099557,49726,2007-06-12,3.0
CUST0000099557,49727,2007-06-12,0.0
CUST0000099557,49728,2007-06-13,1.0
CUST0000099557,49725,2007-06-14,1.0
CUST0000099557,49686,2007-06-21,7.0
CUST0000099557,49685,2007-06-28,7.0
CUST0000099557,49691,2007-07-09,11.0
CUST0000099557,49692,2007-07-10,1.0
CUST0000099557,49690,2007-07-12,2.0
CUST0000099557,49689,2007-07-16,4.0
CUST0000099557,49688,2007-07-20,4.0
CUST0000099557,49687,2007-07-22,2.0
CUST0000099557,49683,2007-07-23,1.0
CUST0000099557,49684,2007-07-27,4.0
CUST0000099557,49753,2007-08-07,11.0
CUST0000099557,49754,2007-08-11,4.0
CUST0000099557,49747,2007-08-16,5.0
CUST0000099557,49748,2007-08-20,4.0
CUST0000099557,49749,2007-08-21,1.0
CUST0000099557,49751,2007-08-30,9.0
CUST0000099557,49750,2007-09-01,2.0
CUST0000099557,49752,2007-09-06,5.0
CUST0000099557,49755,2007-09-15,9.0
CUST0000099557,49715,2007-09-18,3.0
CUST0000099557,49717,2007-09-19,1.0
CUST0000099557,49716,2007-09-20,1.0
CUST0000099557,49711,2007-09-30,10.0
CUST0000099557,49712,2007-10-08,8.0
CUST0000099557,49714,2007-10-09,1.0
CUST0000099557,49713,2007-10-12,3.0
CUST0000099557,49721,2007-10-16,4.0
CUST0000099557,49720,2007-10-17,1.0
CUST0000099557,49718,2007-10-28,11.0
CUST0000099557,49719,2007-10-29,1.0
CUST0000099557,49707,2007-11-08,10.0
CUST0000099557,49706,2007-11-08,0.0
CUST0000099557,49705,2007-11-17,9.0
CUST0000099557,49710,2007-11-19,2.0
CUST0000099557,49709,2007-12-01,12.0
CUST0000099557,49708,2007-12-02,1.0
CUST0000099557,49704,2007-12-06,4.0
CUST0000099557,49703,2007-12-11,5.0
CUST0000099557,49743,2007-12-19,8.0
CUST0000099557,49742,2007-12-21,2.0
CUST0000099557,49741,2007-12-21,0.0
CUST0000099557,49746,2007-12-24,3.0
CUST0000099557,49737,2008-01-04,11.0
CUST0000099557,49740,2008-01-10,6.0
CUST0000099557,49739,2008-01-15,5.0
CUST0000099557,49738,2008-01-16,1.0
CUST0000099557,49745,2008-01-26,10.0
CUST0000099557,49744,2008-02-01,6.0
CUST0000099557,49756,2008-02-06,5.0
CUST0000099557,49762,2008-02-22,16.0
CUST0000099557,49764,2008-02-22,0.0
CUST0000099557,49763,2008-02-23,1.0
CUST0000099557,49758,2008-02-28,5.0
CUST0000099557,49761,2008-03-13,14.0
CUST0000099557,49760,2008-03-13,0.0
CUST0000099557,49759,2008-03-14,1.0
CUST0000099557,49757,2008-03-19,5.0
CUST0000099557,49702,2008-03-26,7.0
CUST0000099557,49701,2008-03-29,3.0
CUST0000099557,49694,2008-04-03,5.0
CUST0000099557,49695,2008-04-04,1.0
CUST0000099557,49696,2008-04-05,1.0
CUST0000099557,49698,2008-04-09,4.0
CUST0000099557,49697,2008-04-10,1.0
CUST0000099557,49693,2008-04-14,4.0
CUST0000099557,49700,2008-05-02,18.0
CUST0000099557,49699,2008-05-03,1.0
CUST0000099557,49770,2008-05-08,5.0
CUST0000099557,49765,2008-05-14,6.0
CUST0000099557,49772,2008-05-21,7.0
CUST0000099557,49773,2008-05-21,0.0
CUST0000099557,49766,2008-06-01,11.0
CUST0000099557,49771,2008-06-06,5.0
CUST0000099557,49767,2008-06-10,4.0
CUST0000099557,49769,2008-06-23,13.0
CUST0000099557,49768,2008-06-25,2.0
CUST0000100419,49658,2006-04-12,
CUST0000100419,49657,2006-04-23,11.0
CUST0000100419,49659,2006-04-24,1.0
CUST0000100419,49660,2006-04-27,3.0
CUST0000100419,49663,2006-05-12,15.0
CUST0000100419,49662,2006-05-14,2.0
CUST0000100419,49661,2006-05-19,5.0
CUST0000100419,49664,2007-03-26,311.0
CUST0000102309,49562,2006-04-11,
CUST0000102309,49564,2006-04-17,6.0
CUST0000102309,49563,2006-05-03,16.0
CUST0000102309,49569,2006-05-13,10.0
CUST0000102309,49570,2006-05-17,4.0
CUST0000102309,49567,2006-05-23,6.0
CUST0000102309,49566,2006-05-25,2.0
CUST0000102309,49568,2006-05-26,1.0
CUST0000102309,49565,2006-05-26,0.0
CUST0000102309,49586,2006-06-07,12.0
CUST0000102309,49587,2006-06-09,2.0
CUST0000102309,49588,2006-06-17,8.0
CUST0000102309,49584,2006-06-27,10.0
CUST0000102309,49583,2006-07-01,4.0
CUST0000102309,49585,2006-07-02,1.0
CUST0000102309,49580,2006-07-05,3.0
CUST0000102309,49581,2006-07-07,2.0
CUST0000102309,49582,2006-07-12,5.0
CUST0000102309,49578,2006-07-20,8.0
CUST0000102309,49576,2006-07-24,4.0
CUST0000102309,49575,2006-07-26,2.0
CUST0000102309,49577,2006-07-26,0.0
CUST0000102309,49571,2006-08-02,7.0
CUST0000102309,49574,2006-08-15,13.0
CUST0000102309,49579,2006-08-26,11.0
CUST0000102309,49572,2006-08-28,2.0
CUST0000102309,49573,2006-09-01,4.0
CUST0000102309,49556,2006-09-14,13.0
CUST0000102309,49557,2006-09-15,1.0
CUST0000102309,49558,2006-09-17,2.0
CUST0000102309,49554,2006-09-26,9.0
CUST0000102309,49555,2006-10-18,22.0
CUST0000102309,49594,2006-11-19,32.0
CUST0000102309,49595,2006-11-19,0.0
CUST0000102309,49590,2006-11-21,2.0
CUST0000102309,49591,2006-11-27,6.0
CUST0000102309,49592,2006-11-27,0.0
CUST0000102309,49593,2006-11-29,2.0
CUST0000102309,49589,2006-12-09,10.0
CUST0000102309,49597,2006-12-12,3.0
CUST0000102309,49599,2006-12-26,14.0
CUST0000102309,49598,2007-01-06,11.0
CUST0000102309,49600,2007-01-08,2.0
CUST0000102309,49596,2007-01-28,20.0
CUST0000102309,49559,2007-02-11,14.0
CUST0000102309,49560,2007-02-28,17.0
CUST0000102309,49561,2007-03-04,4.0
CUST0000102309,49607,2007-03-24,20.0
CUST0000102309,49606,2007-03-24,0.0
CUST0000102309,49609,2007-04-14,21.0
CUST0000102309,49605,2007-04-21,7.0
CUST0000102309,49604,2007-04-22,1.0
CUST0000102309,49608,2007-04-27,5.0
CUST0000102309,49627,2007-05-07,10.0
CUST0000102309,49626,2007-05-10,3.0
CUST0000102309,49628,2007-05-16,6.0
CUST0000102309,49624,2007-05-21,5.0
CUST0000102309,49625,2007-05-29,8.0
CUST0000102309,49622,2007-06-16,18.0
CUST0000102309,49623,2007-06-17,1.0
CUST0000102309,49634,2007-06-20,3.0
CUST0000102309,49631,2007-06-25,5.0
CUST0000102309,49632,2007-06-28,3.0
CUST0000102309,49630,2007-07-07,9.0
CUST0000102309,49629,2007-07-21,14.0
CUST0000102309,49633,2007-07-25,4.0
CUST0000102309,49635,2007-08-05,11.0
CUST0000102309,49641,2007-08-11,6.0
CUST0000102309,49636,2007-08-18,7.0
CUST0000102309,49638,2007-08-24,6.0
CUST0000102309,49639,2007-08-25,1.0
CUST0000102309,49637,2007-08-26,1.0
CUST0000102309,49640,2007-09-16,21.0
CUST0000102309,49615,2007-09-24,8.0
CUST0000102309,49619,2007-10-05,11.0
CUST0000102309,49618,2007-10-06,1.0
CUST0000102309,49617,2007-10-07,1.0
CUST0000102309,49616,2007-11-04,28.0
CUST0000102309,49614,2007-11-13,9.0
CUST0000102309,49610,2007-12-03,20.0
CUST0000102309,49612,2007-12-04,1.0
CUST0000102309,49613,2007-12-06,2.0
CUST0000102309,49611,2007-12-07,1.0
CUST0000102309,49601,2008-02-21,76.0
CUST0000102309,49602,2008-03-06,14.0
CUST0000102309,49603,2008-03-22,16.0
CUST0000102309,49620,2008-03-25,3.0
CUST0000102309,49621,2008-05-02,38.0
CUST0000102309,49654,2008-05-15,13.0
CUST0000102309,49653,2008-05-16,1.0
CUST0000102309,49643,2008-05-27,11.0
CUST0000102309,49644,2008-05-29,2.0
CUST0000102309,49642,2008-05-30,1.0
CUST0000102309,49650,2008-06-07,8.0
CUST0000102309,49655,2008-06-14,7.0
CUST0000102309,49656,2008-06-15,1.0
CUST0000102309,49646,2008-06-24,9.0
CUST0000102309,49645,2008-06-26,2.0
CUST0000102309,49649,2008-06-28,2.0
CUST0000102309,49647,2008-06-29,1.0
CUST0000102309,49648,2008-06-29,0.0
CUST0000102309,49652,2008-06-30,1.0
CUST0000102309,49651,2008-07-03,3.0
CUST0000102383,49459,2006-04-28,
CUST0000102383,49458,2006-04-29,1.0
CUST0000102383,49461,2006-05-17,18.0
CUST0000102383,49460,2006-05-20,3.0
CUST0000102383,49462,2006-05-22,2.0
CUST0000102383,49463,2006-05-25,3.0
CUST0000102383,49447,2006-05-29,4.0
CUST0000102383,49449,2006-06-06,8.0
CUST0000102383,49450,2006-06-07,1.0
CUST0000102383,49448,2006-06-24,17.0
CUST0000102383,49453,2006-06-26,2.0
CUST0000102383,49452,2006-06-27,1.0
CUST0000102383,49451,2006-06-30,3.0
CUST0000102383,49455,2006-07-10,10.0
CUST0000102383,49454,2006-07-16,6.0
CUST0000102383,49444,2006-07-18,2.0
CUST0000102383,49442,2006-07-22,4.0
CUST0000102383,49443,2006-07-22,0.0
CUST0000102383,49441,2006-07-23,1.0
CUST0000102383,49446,2006-07-24,1.0
CUST0000102383,49445,2006-07-30,6.0
CUST0000102383,49437,2006-07-31,1.0
CUST0000102383,49438,2006-07-31,0.0
CUST0000102383,49439,2006-08-03,3.0
CUST0000102383,49440,2006-08-29,26.0
CUST0000102383,49456,2006-12-21,114.0
CUST0000102383,49457,2007-01-28,38.0
CUST0000102383,49498,2007-03-16,47.0
CUST0000102383,49497,2007-04-21,36.0
CUST0000102383,49493,2007-05-03,12.0
CUST0000102383,49495,2007-06-10,38.0
CUST0000102383,49494,2007-06-17,7.0
CUST0000102383,49522,2007-06-18,1.0
CUST0000102383,49523,2007-07-14,26.0
CUST0000102383,49524,2007-07-27,13.0
CUST0000102383,49496,2007-08-16,20.0
CUST0000102383,49473,2007-09-17,32.0
CUST0000102383,49474,2007-09-21,4.0
CUST0000102383,49472,2007-09-23,2.0
CUST0000102383,49488,2007-09-26,3.0
CUST0000102383,49491,2007-09-27,1.0
CUST0000102383,49487,2007-09-27,0.0
CUST0000102383,49489,2007-09-29,2.0
CUST0000102383,49492,2007-09-30,1.0
CUST0000102383,49490,2007-09-30,0.0
CUST0000102383,49469,2007-10-01,1.0
CUST0000102383,49470,2007-10-02,1.0
CUST0000102383,49471,2007-10-06,4.0
CUST0000102383,49479,2007-10-09,3.0
CUST0000102383,49480,2007-10-11,2.0
CUST0000102383,49482,2007-10-13,2.0
CUST0000102383,49481,2007-10-13,0.0
CUST0000102383,49483,2007-10-14,1.0
CUST0000102383,49478,2007-10-15,1.0
CUST0000102383,49475,2007-10-18,3.0
CUST0000102383,49476,2007-10-18,0.0
CUST0000102383,49477,2007-10-20,2.0
CUST0000102383,49486,2007-10-22,2.0
CUST0000102383,49485,2007-10-28,6.0
CUST0000102383,49484,2007-10-28,0.0
CUST0000102383,49468,2007-11-04,7.0
CUST0000102383,49467,2007-11-04,0.0
CUST0000102383,49512,2007-11-06,2.0
CUST0000102383,49511,2007-11-06,0.0
CUST0000102383,49517,2007-11-07,1.0
CUST0000102383,49513,2007-11-07,0.0
CUST0000102383,49516,2007-11-09,2.0
CUST0000102383,49515,2007-11-10,1.0
CUST0000102383,49514,2007-11-11,1.0
CUST0000102383,49506,2007-11-12,1.0
CUST0000102383,49510,2007-11-14,2.0
CUST0000102383,49507,2007-11-14,0.0
CUST0000102383,49508,2007-11-15,1.0
CUST0000102383,49509,2007-11-18,3.0
CUST0000102383,49520,2007-11-19,1.0
CUST0000102383,49519,2007-11-23,4.0
CUST0000102383,49518,2007-11-24,1.0
CUST0000102383,49521,2007-11-25,1.0
CUST0000102383,49504,2007-11-26,1.0
CUST0000102383,49505,2007-11-28,2.0
CUST0000102383,49500,2007-12-12,14.0
CUST0000102383,49502,2007-12-13,1.0
CUST0000102383,49501,2007-12-14,1.0
CUST0000102383,49503,2007-12-15,1.0
CUST0000102383,49499,2007-12-16,1.0
CUST0000102383,49549,2007-12-17,1.0
CUST0000102383,49548,2007-12-17,0.0
CUST0000102383,49546,2007-12-20,3.0
CUST0000102383,49547,2007-12-21,1.0
CUST0000102383,49550,2007-12-21,0.0
CUST0000102383,49543,2007-12-24,3.0
CUST0000102383,49553,2008-01-04,11.0
CUST0000102383,49551,2008-01-11,7.0
CUST0000102383,49552,2008-01-12,1.0
CUST0000102383,49544,2008-01-14,2.0
CUST0000102383,49545,2008-01-16,2.0
CUST0000102383,49525,2008-02-13,28.0
CUST0000102383,49526,2008-02-22,9.0
CUST0000102383,49527,2008-02-24,2.0
CUST0000102383,49528,2008-03-04,9.0
CUST0000102383,49466,2008-04-10,37.0
CUST0000102383,49464,2008-04-16,6.0
CUST0000102383,49465,2008-04-29,13.0
CUST0000102383,49529,2008-05-12,13.0
CUST0000102383,49531,2008-05-13,1.0
CUST0000102383,49530,2008-05-14,1.0
CUST0000102383,49538,2008-05-20,6.0
CUST0000102383,49537,2008-05-22,2.0
CUST0000102383,49540,2008-05-27,5.0
CUST0000102383,49539,2008-06-01,5.0
CUST0000102383,49532,2008-06-03,2.0
CUST0000102383,49542,2008-06-17,14.0
CUST0000102383,49541,2008-06-19,2.0
CUST0000102383,49535,2008-06-27,8.0
CUST0000102383,49534,2008-06-29,2.0
CUST0000102383,49533,2008-06-29,0.0
CUST0000102383,49536,2008-07-01,2.0
CUST0000102963,49400,2006-10-04,
CUST0000102963,49399,2006-10-07,3.0
CUST0000102963,49403,2006-10-13,6.0
CUST0000102963,49402,2006-10-13,0.0
CUST0000102963,49404,2006-10-14,1.0
CUST0000102963,49401,2006-10-19,5.0
CUST0000102963,49391,2006-10-29,10.0
CUST0000102963,49393,2006-11-01,3.0
CUST0000102963,49392,2006-11-18,17.0
CUST0000102963,49394,2006-11-24,6.0
CUST0000102963,49395,2006-12-08,14.0
CUST0000102963,49398,2007-01-18,41.0
CUST0000102963,49396,2007-01-22,4.0
CUST0000102963,49397,2007-01-22,0.0
CUST0000102963,49405,2007-01-30,8.0
CUST0000102963,49406,2007-02-02,3.0
CUST0000102963,49407,2007-02-15,13.0
CUST0000102963,49409,2007-02-28,13.0
CUST0000102963,49408,2007-03-04,4.0
CUST0000102963,49410,2007-03-06,2.0
CUST0000102963,49434,2007-03-28,22.0
CUST0000102963,49436,2007-04-03,6.0
CUST0000102963,49435,2007-04-09,6.0
CUST0000102963,49425,2007-05-19,40.0
CUST0000102963,49423,2007-05-23,4.0
CUST0000102963,49424,2007-05-28,5.0
CUST0000102963,49426,2007-06-09,12.0
CUST0000102963,49428,2007-06-14,5.0
CUST0000102963,49427,2007-06-15,1.0
CUST0000102963,49419,2007-06-20,5.0
CUST0000102963,49420,2007-06-28,8.0
CUST0000102963,49422,2007-07-05,7.0
CUST0000102963,49421,2007-07-09,4.0
CUST0000102963,49417,2007-08-15,37.0
CUST0000102963,49415,2007-08-25,10.0
CUST0000102963,49414,2007-08-26,1.0
CUST0000102963,49418,2007-08-28,2.0
CUST0000102963,49416,2007-09-06,9.0
CUST0000102963,49412,2007-09-12,6.0
CUST0000102963,49413,2007-09-15,3.0
CUST0000102963,49411,2007-10-01,16.0
CUST0000102963,49432,2008-04-15,197.0
CUST0000102963,49431,2008-04-26,11.0
CUST0000102963,49433,2008-04-30,4.0
CUST0000102963,49430,2008-05-17,17.0
CUST0000102963,49429,2008-06-09,23.0
CUST0000103784,49387,2007-01-14,
CUST0000103784,49388,2007-01-23,9.0
CUST0000103784,49389,2007-01-27,4.0
CUST0000103784,49390,2007-01-28,1.0
CUST0000103784,49378,2007-01-29,1.0
CUST0000103784,49377,2007-01-30,1.0
CUST0000103784,49379,2007-02-03,4.0
CUST0000103784,49370,2007-02-06,3.0
CUST0000103784,49369,2007-02-08,2.0
CUST0000103784,49371,2007-02-11,3.0
CUST0000103784,49366,2007-02-14,3.0
CUST0000103784,49368,2007-02-14,0.0
CUST0000103784,49367,2007-02-18,4.0
CUST0000103784,49383,2007-02-19,1.0
CUST0000103784,49385,2007-02-22,3.0
CUST0000103784,49384,2007-02-23,1.0
CUST0000103784,49382,2007-02-24,1.0
CUST0000103784,49386,2007-02-25,1.0
CUST0000103784,49380,2007-03-01,4.0
CUST0000103784,49381,2007-03-03,2.0
CUST0000103784,49372,2007-03-05,2.0
CUST0000103784,49373,2007-03-07,2.0
CUST0000103784,49376,2007-03-09,2.0
CUST0000103784,49374,2007-03-10,1.0
CUST0000103784,49375,2007-03-10,0.0
CUST0000103784,49281,2007-03-12,2.0
CUST0000103784,49280,2007-03-13,1.0
